hour,id,Equalityweight,ProductivityWeight,UtilityWeight,NeedsWeight,SupplyAndDemandWeight
1, 3b87a67b-a801-408e-a611-762af5877b59, 1 ,5 ,2 ,1 ,5
1, 3c68a596-3e54-4cdc-a287-9d2944f51ab6, 3 ,3 ,5 ,3 ,3
1, 2a23d4a9-118c-4fdd-aa10-2e3823955cb7, 5 ,4 ,3 ,5 ,3
1, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 2 ,3 ,4 ,2 ,3
1, 2b9baa09-680b-498c-a3c7-6e4588d65ec0, 5 ,1 ,4 ,5 ,5
1, 5d1ef66a-6057-4c80-bc95-ad8c51c37f09, 2 ,4 ,4 ,2 ,3
1, 0aac9270-3e2c-4090-a23c-cc58f5ea76c7, 4 ,4 ,1 ,4 ,4
1, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 4 ,3 ,2 ,4 ,4
1, 054ca7e0-c414-412e-b0de-0f0af8c0b19b, 1 ,2 ,5 ,1 ,3
1, 03da4ebd-f910-46e0-bd94-f8921a296a32, 3 ,3 ,5 ,3 ,3
1, c1d152f3-971f-4610-817b-aa550944f0bb, 2 ,1 ,2 ,2 ,3
1, 46225928-5342-4151-a7bb-4f6434e90002, 4 ,5 ,5 ,4 ,3
1, 64d62df6-7291-4908-bf96-a8c956141c82, 1 ,5 ,4 ,1 ,3
2, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 3 ,2 ,4 ,5 ,4
2, 3c68a596-3e54-4cdc-a287-9d2944f51ab6, 2 ,3 ,4 ,5 ,3
2, 5b6297da-29c9-4498-a164-9d0a4c8b0ec5, 4 ,2 ,2 ,3 ,3
2, d9d5cea5-26b5-43d9-8098-9a96fa3330cd, 2 ,5 ,4 ,4 ,3
2, 3e493a00-9b8b-4661-b46a-8ba0c13fa7d8, 5 ,2 ,2 ,4 ,3
2, 64d62df6-7291-4908-bf96-a8c956141c82, 4 ,5 ,1 ,4 ,3
2, c1d152f3-971f-4610-817b-aa550944f0bb, 5 ,1 ,4 ,2 ,3
2, f1bfa2ef-48d4-40a8-827a-804255730912, 1 ,5 ,3 ,4 ,5
2, 22ceaaac-4ac6-4a55-8295-b0f193601a7a, 3 ,1 ,3 ,3 ,4
2, 054ca7e0-c414-412e-b0de-0f0af8c0b19b, 5 ,2 ,5 ,2 ,3
2, d18b6fd7-ffa2-4c5e-b7d9-9661f6abfc9a, 1 ,5 ,5 ,1 ,5
2, 03da4ebd-f910-46e0-bd94-f8921a296a32, 2 ,3 ,5 ,3 ,3
2, 0aac9270-3e2c-4090-a23c-cc58f5ea76c7, 3 ,3 ,1 ,5 ,4
2, 2a23d4a9-118c-4fdd-aa10-2e3823955cb7, 2 ,2 ,3 ,5 ,3
2, b126098b-7d9b-41f4-b0a7-54d3b59bf550, 3 ,3 ,4 ,2 ,4
2, 03c8480b-7a96-4764-8ac7-8d98171b6954, 5 ,2 ,2 ,2 ,3
2, 46225928-5342-4151-a7bb-4f6434e90002, 2 ,5 ,4 ,5 ,3
2, a5bab240-99d2-4f53-9c25-0498778cd231, 4 ,4 ,1 ,3 ,3
2, 0c064720-5951-4125-86a6-f26d00516dd3, 1 ,3 ,5 ,4 ,5
2, 2b9baa09-680b-498c-a3c7-6e4588d65ec0, 1 ,1 ,2 ,1 ,5
2, 38c6bbfd-8efb-4659-8b7a-6e72aa4e8a7a, 4 ,4 ,1 ,2 ,3
2, 5d1ef66a-6057-4c80-bc95-ad8c51c37f09, 4 ,4 ,4 ,3 ,3
2, c2f7f20d-1dfa-48ff-b8fa-5fd688462600, 1 ,4 ,4 ,1 ,5
2, 3b87a67b-a801-408e-a611-762af5877b59, 3 ,5 ,1 ,1 ,4
2, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 5 ,3 ,5 ,1 ,3
3, 03da4ebd-f910-46e0-bd94-f8921a296a32, 3 ,3 ,5 ,4 ,3
3, 0c064720-5951-4125-86a6-f26d00516dd3, 1 ,4 ,5 ,4 ,5
3, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 2 ,2 ,3 ,5 ,4
3, d18b6fd7-ffa2-4c5e-b7d9-9661f6abfc9a, 1 ,5 ,5 ,2 ,4
3, 38c6bbfd-8efb-4659-8b7a-6e72aa4e8a7a, 5 ,3 ,3 ,2 ,3
3, 03c8480b-7a96-4764-8ac7-8d98171b6954, 5 ,2 ,3 ,1 ,3
3, f1bfa2ef-48d4-40a8-827a-804255730912, 1 ,5 ,1 ,5 ,5
3, 3b87a67b-a801-408e-a611-762af5877b59, 3 ,4 ,2 ,1 ,4
3, 2a23d4a9-118c-4fdd-aa10-2e3823955cb7, 2 ,1 ,3 ,5 ,3
3, 3e493a00-9b8b-4661-b46a-8ba0c13fa7d8, 5 ,3 ,4 ,3 ,3
3, 46225928-5342-4151-a7bb-4f6434e90002, 2 ,5 ,3 ,5 ,3
3, 0aac9270-3e2c-4090-a23c-cc58f5ea76c7, 2 ,3 ,1 ,4 ,4
3, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 3 ,3 ,2 ,1 ,3
3, 22ceaaac-4ac6-4a55-8295-b0f193601a7a, 4 ,1 ,4 ,3 ,4
3, a5bab240-99d2-4f53-9c25-0498778cd231, 4 ,2 ,1 ,4 ,3
3, 5b6297da-29c9-4498-a164-9d0a4c8b0ec5, 4 ,2 ,2 ,2 ,3
3, c2f7f20d-1dfa-48ff-b8fa-5fd688462600, 1 ,5 ,5 ,2 ,5
3, 3c68a596-3e54-4cdc-a287-9d2944f51ab6, 2 ,4 ,5 ,4 ,3
3, 2b9baa09-680b-498c-a3c7-6e4588d65ec0, 4 ,2 ,2 ,2 ,5
3, 054ca7e0-c414-412e-b0de-0f0af8c0b19b, 5 ,1 ,5 ,1 ,3
3, b126098b-7d9b-41f4-b0a7-54d3b59bf550, 3 ,4 ,3 ,1 ,5
3, c1d152f3-971f-4610-817b-aa550944f0bb, 5 ,1 ,4 ,3 ,3
3, d9d5cea5-26b5-43d9-8098-9a96fa3330cd, 1 ,5 ,4 ,5 ,3
3, 64d62df6-7291-4908-bf96-a8c956141c82, 4 ,5 ,1 ,3 ,3
3, 5d1ef66a-6057-4c80-bc95-ad8c51c37f09, 3 ,5 ,4 ,3 ,3
4, c2f7f20d-1dfa-48ff-b8fa-5fd688462600, 6 ,6 ,6 ,6 ,6
4, 22ceaaac-4ac6-4a55-8295-b0f193601a7a, 6 ,6 ,6 ,6 ,6
4, 2b9baa09-680b-498c-a3c7-6e4588d65ec0, 6 ,6 ,6 ,6 ,6
4, 46225928-5342-4151-a7bb-4f6434e90002, 6 ,6 ,6 ,6 ,6
4, 0c064720-5951-4125-86a6-f26d00516dd3, 6 ,6 ,6 ,6 ,6
4, a5bab240-99d2-4f53-9c25-0498778cd231, 6 ,6 ,6 ,6 ,6
4, 5d1ef66a-6057-4c80-bc95-ad8c51c37f09, 6 ,6 ,6 ,6 ,6
4, 38c6bbfd-8efb-4659-8b7a-6e72aa4e8a7a, 6 ,6 ,6 ,6 ,6
4, b126098b-7d9b-41f4-b0a7-54d3b59bf550, 6 ,6 ,6 ,6 ,6
4, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 6 ,6 ,6 ,6 ,6
4, 3c68a596-3e54-4cdc-a287-9d2944f51ab6, 6 ,6 ,6 ,6 ,6
4, 64d62df6-7291-4908-bf96-a8c956141c82, 6 ,6 ,6 ,6 ,6
4, f1bfa2ef-48d4-40a8-827a-804255730912, 6 ,6 ,6 ,6 ,6
4, 3b87a67b-a801-408e-a611-762af5877b59, 6 ,6 ,6 ,6 ,6
4, d18b6fd7-ffa2-4c5e-b7d9-9661f6abfc9a, 6 ,6 ,6 ,6 ,6
4, 054ca7e0-c414-412e-b0de-0f0af8c0b19b, 6 ,6 ,6 ,6 ,6
4, 03c8480b-7a96-4764-8ac7-8d98171b6954, 6 ,6 ,6 ,6 ,6
4, c1d152f3-971f-4610-817b-aa550944f0bb, 6 ,6 ,6 ,6 ,6
4, 2a23d4a9-118c-4fdd-aa10-2e3823955cb7, 6 ,6 ,6 ,6 ,6
4, d9d5cea5-26b5-43d9-8098-9a96fa3330cd, 6 ,6 ,6 ,6 ,6
4, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 6 ,6 ,6 ,6 ,6
4, 03da4ebd-f910-46e0-bd94-f8921a296a32, 6 ,6 ,6 ,6 ,6
4, 3e493a00-9b8b-4661-b46a-8ba0c13fa7d8, 6 ,6 ,6 ,6 ,6
4, 0aac9270-3e2c-4090-a23c-cc58f5ea76c7, 6 ,6 ,6 ,6 ,6
4, 5b6297da-29c9-4498-a164-9d0a4c8b0ec5, 6 ,6 ,6 ,6 ,6
5, 38c6bbfd-8efb-4659-8b7a-6e72aa4e8a7a, 6 ,6 ,6 ,6 ,6
5, 03da4ebd-f910-46e0-bd94-f8921a296a32, 6 ,6 ,6 ,6 ,6
5, 0c064720-5951-4125-86a6-f26d00516dd3, 6 ,6 ,6 ,6 ,6
5, d9d5cea5-26b5-43d9-8098-9a96fa3330cd, 6 ,6 ,6 ,6 ,6
5, 03c8480b-7a96-4764-8ac7-8d98171b6954, 6 ,6 ,6 ,6 ,6
5, 46225928-5342-4151-a7bb-4f6434e90002, 6 ,6 ,6 ,6 ,6
5, 3b87a67b-a801-408e-a611-762af5877b59, 6 ,6 ,6 ,6 ,6
5, 054ca7e0-c414-412e-b0de-0f0af8c0b19b, 6 ,6 ,6 ,6 ,6
5, 0aac9270-3e2c-4090-a23c-cc58f5ea76c7, 6 ,6 ,6 ,6 ,6
5, f1bfa2ef-48d4-40a8-827a-804255730912, 6 ,6 ,6 ,6 ,6
5, 5d1ef66a-6057-4c80-bc95-ad8c51c37f09, 6 ,6 ,6 ,6 ,6
5, a5bab240-99d2-4f53-9c25-0498778cd231, 6 ,6 ,6 ,6 ,6
5, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 6 ,6 ,6 ,6 ,6
5, b126098b-7d9b-41f4-b0a7-54d3b59bf550, 6 ,6 ,6 ,6 ,6
5, 22ceaaac-4ac6-4a55-8295-b0f193601a7a, 6 ,6 ,6 ,6 ,6
5, 64d62df6-7291-4908-bf96-a8c956141c82, 6 ,6 ,6 ,6 ,6
5, 3e493a00-9b8b-4661-b46a-8ba0c13fa7d8, 6 ,6 ,6 ,6 ,6
5, 2a23d4a9-118c-4fdd-aa10-2e3823955cb7, 6 ,6 ,6 ,6 ,6
5, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 6 ,6 ,6 ,6 ,6
5, c2f7f20d-1dfa-48ff-b8fa-5fd688462600, 6 ,6 ,6 ,6 ,6
5, 3c68a596-3e54-4cdc-a287-9d2944f51ab6, 6 ,6 ,6 ,6 ,6
5, 5b6297da-29c9-4498-a164-9d0a4c8b0ec5, 6 ,6 ,6 ,6 ,6
5, 2b9baa09-680b-498c-a3c7-6e4588d65ec0, 6 ,6 ,6 ,6 ,6
5, d18b6fd7-ffa2-4c5e-b7d9-9661f6abfc9a, 6 ,6 ,6 ,6 ,6
5, c1d152f3-971f-4610-817b-aa550944f0bb, 6 ,6 ,6 ,6 ,6
6, 5d1ef66a-6057-4c80-bc95-ad8c51c37f09, 2 ,4 ,4 ,1 ,2
6, 03da4ebd-f910-46e0-bd94-f8921a296a32, 3 ,5 ,4 ,4 ,2
6, c1d152f3-971f-4610-817b-aa550944f0bb, 5 ,1 ,1 ,4 ,1
6, 2b9baa09-680b-498c-a3c7-6e4588d65ec0, 4 ,2 ,1 ,2 ,5
6, 0c064720-5951-4125-86a6-f26d00516dd3, 1 ,4 ,5 ,2 ,4
6, 054ca7e0-c414-412e-b0de-0f0af8c0b19b, 5 ,1 ,5 ,3 ,1
6, 5b6297da-29c9-4498-a164-9d0a4c8b0ec5, 4 ,3 ,4 ,3 ,2
6, 0aac9270-3e2c-4090-a23c-cc58f5ea76c7, 3 ,4 ,3 ,5 ,4
6, 3b87a67b-a801-408e-a611-762af5877b59, 3 ,5 ,2 ,1 ,5
6, d9d5cea5-26b5-43d9-8098-9a96fa3330cd, 1 ,5 ,3 ,4 ,3
6, 22ceaaac-4ac6-4a55-8295-b0f193601a7a, 3 ,1 ,5 ,3 ,5
6, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 2 ,2 ,1 ,5 ,4
6, 46225928-5342-4151-a7bb-4f6434e90002, 2 ,3 ,3 ,5 ,3
6, 38c6bbfd-8efb-4659-8b7a-6e72aa4e8a7a, 5 ,2 ,1 ,1 ,2
6, a5bab240-99d2-4f53-9c25-0498778cd231, 4 ,4 ,2 ,4 ,1
6, 64d62df6-7291-4908-bf96-a8c956141c82, 4 ,4 ,3 ,3 ,1
6, c2f7f20d-1dfa-48ff-b8fa-5fd688462600, 1 ,3 ,5 ,1 ,5
6, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 4 ,3 ,3 ,2 ,1
6, d18b6fd7-ffa2-4c5e-b7d9-9661f6abfc9a, 1 ,5 ,5 ,2 ,5
6, 3e493a00-9b8b-4661-b46a-8ba0c13fa7d8, 5 ,1 ,4 ,3 ,2
6, 3c68a596-3e54-4cdc-a287-9d2944f51ab6, 2 ,5 ,5 ,4 ,3
6, f1bfa2ef-48d4-40a8-827a-804255730912, 1 ,5 ,2 ,5 ,4
6, 2a23d4a9-118c-4fdd-aa10-2e3823955cb7, 3 ,2 ,1 ,5 ,3
6, b126098b-7d9b-41f4-b0a7-54d3b59bf550, 2 ,4 ,4 ,1 ,4
6, 03c8480b-7a96-4764-8ac7-8d98171b6954, 5 ,1 ,3 ,2 ,3
7, 03da4ebd-f910-46e0-bd94-f8921a296a32, 1 ,5 ,4 ,4 ,2
7, 5d1ef66a-6057-4c80-bc95-ad8c51c37f09, 3 ,5 ,4 ,2 ,1
7, b126098b-7d9b-41f4-b0a7-54d3b59bf550, 2 ,4 ,2 ,1 ,4
7, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 4 ,3 ,2 ,2 ,3
7, f1bfa2ef-48d4-40a8-827a-804255730912, 1 ,5 ,3 ,5 ,4
7, 64d62df6-7291-4908-bf96-a8c956141c82, 4 ,4 ,2 ,3 ,1
7, 38c6bbfd-8efb-4659-8b7a-6e72aa4e8a7a, 5 ,2 ,1 ,1 ,2
7, a5bab240-99d2-4f53-9c25-0498778cd231, 4 ,3 ,4 ,3 ,1
7, 0aac9270-3e2c-4090-a23c-cc58f5ea76c7, 2 ,3 ,2 ,5 ,4
7, 22ceaaac-4ac6-4a55-8295-b0f193601a7a, 3 ,1 ,5 ,3 ,5
7, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 3 ,2 ,1 ,5 ,4
7, 3b87a67b-a801-408e-a611-762af5877b59, 3 ,5 ,3 ,1 ,4
7, c1d152f3-971f-4610-817b-aa550944f0bb, 5 ,1 ,1 ,4 ,1
7, 46225928-5342-4151-a7bb-4f6434e90002, 2 ,3 ,2 ,5 ,3
7, 3e493a00-9b8b-4661-b46a-8ba0c13fa7d8, 5 ,3 ,4 ,5 ,2
7, 5b6297da-29c9-4498-a164-9d0a4c8b0ec5, 4 ,2 ,4 ,3 ,2
7, 0c064720-5951-4125-86a6-f26d00516dd3, 1 ,4 ,5 ,2 ,5
7, d18b6fd7-ffa2-4c5e-b7d9-9661f6abfc9a, 1 ,5 ,5 ,2 ,5
7, c2f7f20d-1dfa-48ff-b8fa-5fd688462600, 2 ,3 ,5 ,1 ,5
7, 2a23d4a9-118c-4fdd-aa10-2e3823955cb7, 3 ,1 ,1 ,4 ,3
7, 3c68a596-3e54-4cdc-a287-9d2944f51ab6, 2 ,4 ,4 ,4 ,1
7, 2b9baa09-680b-498c-a3c7-6e4588d65ec0, 4 ,2 ,1 ,1 ,5
7, 03c8480b-7a96-4764-8ac7-8d98171b6954, 5 ,2 ,3 ,2 ,3
7, d9d5cea5-26b5-43d9-8098-9a96fa3330cd, 1 ,5 ,3 ,4 ,3
7, 054ca7e0-c414-412e-b0de-0f0af8c0b19b, 5 ,1 ,5 ,3 ,2
8, 38c6bbfd-8efb-4659-8b7a-6e72aa4e8a7a, 6 ,6 ,6 ,6 ,6
8, 054ca7e0-c414-412e-b0de-0f0af8c0b19b, 6 ,6 ,6 ,6 ,6
8, 5d1ef66a-6057-4c80-bc95-ad8c51c37f09, 6 ,6 ,6 ,6 ,6
8, d9d5cea5-26b5-43d9-8098-9a96fa3330cd, 6 ,6 ,6 ,6 ,6
8, 0c064720-5951-4125-86a6-f26d00516dd3, 6 ,6 ,6 ,6 ,6
8, 0aac9270-3e2c-4090-a23c-cc58f5ea76c7, 6 ,6 ,6 ,6 ,6
8, 3e493a00-9b8b-4661-b46a-8ba0c13fa7d8, 6 ,6 ,6 ,6 ,6
8, 03c8480b-7a96-4764-8ac7-8d98171b6954, 6 ,6 ,6 ,6 ,6
8, 46225928-5342-4151-a7bb-4f6434e90002, 6 ,6 ,6 ,6 ,6
8, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 6 ,6 ,6 ,6 ,6
8, 2b9baa09-680b-498c-a3c7-6e4588d65ec0, 6 ,6 ,6 ,6 ,6
8, 3c68a596-3e54-4cdc-a287-9d2944f51ab6, 6 ,6 ,6 ,6 ,6
8, c1d152f3-971f-4610-817b-aa550944f0bb, 6 ,6 ,6 ,6 ,6
8, f1bfa2ef-48d4-40a8-827a-804255730912, 6 ,6 ,6 ,6 ,6
8, a5bab240-99d2-4f53-9c25-0498778cd231, 6 ,6 ,6 ,6 ,6
8, d18b6fd7-ffa2-4c5e-b7d9-9661f6abfc9a, 6 ,6 ,6 ,6 ,6
8, c2f7f20d-1dfa-48ff-b8fa-5fd688462600, 6 ,6 ,6 ,6 ,6
8, 2a23d4a9-118c-4fdd-aa10-2e3823955cb7, 6 ,6 ,6 ,6 ,6
8, 03da4ebd-f910-46e0-bd94-f8921a296a32, 6 ,6 ,6 ,6 ,6
8, 5b6297da-29c9-4498-a164-9d0a4c8b0ec5, 6 ,6 ,6 ,6 ,6
8, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 6 ,6 ,6 ,6 ,6
8, b126098b-7d9b-41f4-b0a7-54d3b59bf550, 6 ,6 ,6 ,6 ,6
8, 3b87a67b-a801-408e-a611-762af5877b59, 6 ,6 ,6 ,6 ,6
8, 22ceaaac-4ac6-4a55-8295-b0f193601a7a, 6 ,6 ,6 ,6 ,6
8, 64d62df6-7291-4908-bf96-a8c956141c82, 6 ,6 ,6 ,6 ,6
9, 0aac9270-3e2c-4090-a23c-cc58f5ea76c7, 6 ,6 ,6 ,6 ,6
9, 38c6bbfd-8efb-4659-8b7a-6e72aa4e8a7a, 6 ,6 ,6 ,6 ,6
9, 46225928-5342-4151-a7bb-4f6434e90002, 6 ,6 ,6 ,6 ,6
9, 22ceaaac-4ac6-4a55-8295-b0f193601a7a, 6 ,6 ,6 ,6 ,6
9, d9d5cea5-26b5-43d9-8098-9a96fa3330cd, 6 ,6 ,6 ,6 ,6
9, 03c8480b-7a96-4764-8ac7-8d98171b6954, 6 ,6 ,6 ,6 ,6
9, a5bab240-99d2-4f53-9c25-0498778cd231, 6 ,6 ,6 ,6 ,6
9, 3e493a00-9b8b-4661-b46a-8ba0c13fa7d8, 6 ,6 ,6 ,6 ,6
9, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 6 ,6 ,6 ,6 ,6
9, 3b87a67b-a801-408e-a611-762af5877b59, 6 ,6 ,6 ,6 ,6
9, 03da4ebd-f910-46e0-bd94-f8921a296a32, 6 ,6 ,6 ,6 ,6
9, 64d62df6-7291-4908-bf96-a8c956141c82, 6 ,6 ,6 ,6 ,6
9, 5d1ef66a-6057-4c80-bc95-ad8c51c37f09, 6 ,6 ,6 ,6 ,6
9, 5b6297da-29c9-4498-a164-9d0a4c8b0ec5, 6 ,6 ,6 ,6 ,6
9, 0c064720-5951-4125-86a6-f26d00516dd3, 6 ,6 ,6 ,6 ,6
9, c1d152f3-971f-4610-817b-aa550944f0bb, 6 ,6 ,6 ,6 ,6
9, b126098b-7d9b-41f4-b0a7-54d3b59bf550, 6 ,6 ,6 ,6 ,6
9, d18b6fd7-ffa2-4c5e-b7d9-9661f6abfc9a, 6 ,6 ,6 ,6 ,6
9, 2b9baa09-680b-498c-a3c7-6e4588d65ec0, 6 ,6 ,6 ,6 ,6
9, 2a23d4a9-118c-4fdd-aa10-2e3823955cb7, 6 ,6 ,6 ,6 ,6
9, c2f7f20d-1dfa-48ff-b8fa-5fd688462600, 6 ,6 ,6 ,6 ,6
9, f1bfa2ef-48d4-40a8-827a-804255730912, 6 ,6 ,6 ,6 ,6
9, 3c68a596-3e54-4cdc-a287-9d2944f51ab6, 6 ,6 ,6 ,6 ,6
9, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 6 ,6 ,6 ,6 ,6
9, 054ca7e0-c414-412e-b0de-0f0af8c0b19b, 6 ,6 ,6 ,6 ,6
10, 0c064720-5951-4125-86a6-f26d00516dd3, 6 ,6 ,6 ,6 ,6
10, d9d5cea5-26b5-43d9-8098-9a96fa3330cd, 6 ,6 ,6 ,6 ,6
10, f1bfa2ef-48d4-40a8-827a-804255730912, 6 ,6 ,6 ,6 ,6
10, 3e493a00-9b8b-4661-b46a-8ba0c13fa7d8, 6 ,6 ,6 ,6 ,6
10, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 6 ,6 ,6 ,6 ,6
10, 46225928-5342-4151-a7bb-4f6434e90002, 6 ,6 ,6 ,6 ,6
10, 2b9baa09-680b-498c-a3c7-6e4588d65ec0, 6 ,6 ,6 ,6 ,6
10, 054ca7e0-c414-412e-b0de-0f0af8c0b19b, 6 ,6 ,6 ,6 ,6
10, c1d152f3-971f-4610-817b-aa550944f0bb, 6 ,6 ,6 ,6 ,6
10, d18b6fd7-ffa2-4c5e-b7d9-9661f6abfc9a, 6 ,6 ,6 ,6 ,6
10, 64d62df6-7291-4908-bf96-a8c956141c82, 6 ,6 ,6 ,6 ,6
10, 5b6297da-29c9-4498-a164-9d0a4c8b0ec5, 6 ,6 ,6 ,6 ,6
10, c2f7f20d-1dfa-48ff-b8fa-5fd688462600, 6 ,6 ,6 ,6 ,6
10, 3b87a67b-a801-408e-a611-762af5877b59, 6 ,6 ,6 ,6 ,6
10, 3c68a596-3e54-4cdc-a287-9d2944f51ab6, 6 ,6 ,6 ,6 ,6
10, 38c6bbfd-8efb-4659-8b7a-6e72aa4e8a7a, 6 ,6 ,6 ,6 ,6
10, a5bab240-99d2-4f53-9c25-0498778cd231, 6 ,6 ,6 ,6 ,6
10, b126098b-7d9b-41f4-b0a7-54d3b59bf550, 6 ,6 ,6 ,6 ,6
10, 0aac9270-3e2c-4090-a23c-cc58f5ea76c7, 6 ,6 ,6 ,6 ,6
10, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 6 ,6 ,6 ,6 ,6
10, 22ceaaac-4ac6-4a55-8295-b0f193601a7a, 6 ,6 ,6 ,6 ,6
10, 2a23d4a9-118c-4fdd-aa10-2e3823955cb7, 6 ,6 ,6 ,6 ,6
10, 03da4ebd-f910-46e0-bd94-f8921a296a32, 6 ,6 ,6 ,6 ,6
10, 5d1ef66a-6057-4c80-bc95-ad8c51c37f09, 6 ,6 ,6 ,6 ,6
10, 03c8480b-7a96-4764-8ac7-8d98171b6954, 6 ,6 ,6 ,6 ,6
11, 5b6297da-29c9-4498-a164-9d0a4c8b0ec5, 6 ,6 ,6 ,6 ,6
11, c1d152f3-971f-4610-817b-aa550944f0bb, 6 ,6 ,6 ,6 ,6
11, d9d5cea5-26b5-43d9-8098-9a96fa3330cd, 6 ,6 ,6 ,6 ,6
11, d687ff17-c3d4-4bfb-8a87-6661d6c5d9c8, 6 ,6 ,6 ,6 ,6
11, d18b6fd7-ffa2-4c5e-b7d9-9661f6abfc9a, 6 ,6 ,6 ,6 ,6
11, a16cee66-d6a4-4bf8-ba6a-cdc02860a2f4, 6 ,6 ,6 ,6 ,6
